OBJECTID *,GIS_ACRES,REGION,THP_YEAR,THP_NUM,COUNTY,TIMBEROWNR,LANDOWNER,SILVI_1,SILVI_2,SILVI_CAT,YARD,UNIT,PLAN_STAT,APPROVED,COMPLETED,COMMENTS,SPATL_MOD,MODIFIED,HD_NUM,GLOBALID *,Shape__Area *,Shape__Length *,Shape *
3576,147.838074,2 - Cascade,1998,368,Plumas,Soper Wheeler Co,Soper Wheeler Co,Group Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,2/1/1999 8:00,9/24/2008 7:00,<Null>,<Null>,<Null>,2-98-368-PLU,{44958ec8-5cd5-4449-8a51-dfb8f09948e1},598279.4595,5487.690979,Polygon
9167,12.444498,2 - Cascade,2000,136,Sierra,Joan Journey,Joan Journey,Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,7/25/2000 7:00,9/24/2008 7:00,Admin close out,<Null>,<Null>,2-00-136-SIE,{b3be1131-c5d4-45f7-a709-6885c2f916ef},50361.09755,1161.451699,Polygon
10287,215.388597,2 - Cascade,1999,329,Plumas,Soper Wheeler Co,Soper Wheeler Co,Group Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,12/20/1999 8:00,9/24/2008 7:00,<Null>,<Null>,<Null>,2-99-329-PLU,{348aa6bf-4dff-45eb-87eb-6fa8d2ad4597},871646.7267,5813.027068,Polygon
10551,2.306286,2 - Cascade,1998,307,Yuba,Arnold Cummings,Arnold Cummings,Rehabilitation of Understocked,<Null>,Special Prescriptions & Other Management,Tractor or Skidder,<Null>,Completed,6/14/1999 7:00,9/24/2008 7:00,Admin close out 9/24/2008,<Null>,<Null>,2-98-307-YUB,{a05543c9-df94-4a25-9afb-0a2efb5a37bc},9333.208342,356.283608,Polygon
10636,11.46882,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{ff084622-10bf-4117-a34a-d1950fdce207},46412.66769,998.379024,Polygon
9759,22.006305,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Seed Tree Removal Step,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{823a987f-f9dc-43ce-b376-c93e1419473e},89056.35704,1170.04546,Polygon
9345,16.643769,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{7a408bf8-708d-48b2-9c16-c205da93116d},67354.94393,1287.54222,Polygon
3842,30.303206,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Cable System,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{5942da0f-4a76-44fd-abcf-d18eab9b9244},122632.7243,1917.660416,Polygon
1057,11.8773,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{c860e17e-9559-4b30-9c9b-d20d628870a4},48065.72656,1226.191327,Polygon
5904,85.600222,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Cable System,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{397941e0-49f0-478a-8b48-d1a89c81c8ce},346411.8075,3279.760601,Polygon
5111,19.627845,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{28cd5544-a35e-4be3-ad9d-ad3b4b41e444},79431.06957,1599.416348,Polygon
5112,23.020137,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Sanitation Salvage,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{a45bdf2d-1ebe-4df7-8375-cc9f5d8a5085},93159.18814,1937.33023,Polygon
11939,28.781196,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Seed Tree Removal Step,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{c4182e8f-1462-4a05-aa24-95bb9d8a4cf9},116473.3673,1606.97512,Polygon
14445,9.66349,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Sanitation Salvage,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{eb24e596-877f-43d6-afdf-76c7bceb5bf7},39106.75564,841.113431,Polygon
13634,35.345919,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Seed Tree Removal Step,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{3640dec7-a017-4d93-b428-b7af0c97e430},143039.8583,2130.056031,Polygon
13134,18.928887,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{17f3c826-2f55-41eb-8469-6bff27717c51},76602.4859,1365.585742,Polygon
13159,31.32301,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{42366751-baac-4d7d-bb44-759770a8e011},126759.7227,1567.395257,Polygon
16968,395.479654,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Sanitation Salvage,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{1a832ad3-d91e-4a97-86e6-6f7c529d83af},1600449.378,11430.68894,Polygon
19868,10.095121,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{20e1405a-5f33-4505-a6b6-c865a0341d15},40853.50719,840.204417,Polygon
27313,5.885215,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{d442011e-23f3-4c5f-b505-4b56897e54d0},23816.62089,721.395922,Polygon
19302,5.717666,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{81cca500-e20c-4070-8145-288cdf01eeb7},23138.57386,637.407086,Polygon
23199,4.516107,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{04ce9632-489d-4251-8f37-a7b8c9bd6e86},18276.03554,565.69664,Polygon
23233,15.184857,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{5508d376-4a0c-420a-862e-0ceef5f9aadd},61450.93413,1225.561117,Polygon
26983,11.338659,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{0ebacdba-6bae-40a5-9f42-c3bca13cedf9},45885.92503,1324.550477,Polygon
25535,19.565508,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{86638351-6c38-44ad-8b2f-d09b7031f8ba},79178.80178,1369.259758,Polygon
25554,49.566553,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{066549bf-72e6-4df2-85a9-2dd5ad64772a},200588.7218,3306.842529,Polygon
27167,391.266526,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{d60832aa-7a31-4bf0-a37d-18f88758f4e0},1583399.453,15910.08248,Polygon
26289,2.467741,2 - Cascade,2000,169,Nevada,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,8/5/2004 7:00,9/23/2008 7:00,<Null>,<Null>,<Null>,2-00-169-NEV,{0b078494-d4e0-46f9-9bd2-f083e59ebc43},9986.593535,437.319979,Polygon
28813,10.194537,2 - Cascade,1997,308,Nevada,"Don Hansen, Anne Hansen, Lowell Wilde, Shirley Wilde","Don Hansen, Anne Hansen, Lowell Wilde, Shirley Wilde",Alternative Prescription,Sanitation Salvage,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,10/23/1997 7:00,9/22/2008 7:00,<Null>,Parcels,10/7/2013 7:00,2-97-308-NEV,{f5bd710c-1f74-485f-bb62-9adb951c932e},41255.82948,915.46886,Polygon
29162,7.549867,2 - Cascade,1998,171,Nevada,"Donald Hansen, Annie Hansen, David Lisak, Sigfrid Tomchak, Marjorie Tomchak","Donald Hansen, Annie Hansen, David Lisak, Sigfrid Tomchak, Marjorie Tomchak",Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/1998 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,2-98-171-NEV,{15b84f64-2982-4094-81ad-570f0f71b4b4},30553.22655,931.374754,Polygon
29321,18.464235,2 - Cascade,1998,171,Nevada,"Donald Hansen, Annie Hansen, David Lisak, Sigfrid Tomchak, Marjorie Tomchak","Donald Hansen, Annie Hansen, David Lisak, Sigfrid Tomchak, Marjorie Tomchak",Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Balloon or Helicopter,<Null>,Completed,8/11/1998 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,2-98-171-NEV,{254da3b0-bf50-4b19-8268-49a68734fd5e},74722.10617,1576.976988,Polygon
29704,128.056895,2 - Cascade,1998,171,Nevada,"Donald Hansen, Annie Hansen, David Lisak, Sigfrid Tomchak, Marjorie Tomchak","Donald Hansen, Annie Hansen, David Lisak, Sigfrid Tomchak, Marjorie Tomchak",Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/1998 7:00,9/22/2008 7:00,<Null>,Parcels,10/7/2013 7:00,2-98-171-NEV,{cefdc81b-9f36-4bca-8efe-d887d0b84070},518227.8669,4401.721992,Polygon
30444,38.597152,2 - Cascade,1998,171,Nevada,"Donald Hansen, Annie Hansen, David Lisak, Sigfrid Tomchak, Marjorie Tomchak","Donald Hansen, Annie Hansen, David Lisak, Sigfrid Tomchak, Marjorie Tomchak",Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Balloon or Helicopter,<Null>,Completed,8/11/1998 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,2-98-171-NEV,{debfe590-7be0-41f5-aa1f-99dedddde1f6},156197.1318,1829.910821,Polygon
30819,13.131002,2 - Cascade,1997,308,Nevada,"Don Hansen, Anne Hansen, Lowell Wilde, Shirley Wilde","Don Hansen, Anne Hansen, Lowell Wilde, Shirley Wilde",Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Tractor or Skidder,<Null>,Completed,10/23/1997 7:00,9/22/2008 7:00,<Null>,Parcels,10/7/2013 7:00,2-97-308-NEV,{53530498-6f31-42ba-a4a6-8cb484e23402},53139.2794,1096.432181,Polygon
41017,8.700502,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Transition,<Null>,Unevenaged Management,Cable with Tractor option,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{b872d394-133b-44c7-bb48-7e007b3e492a},35209.68089,829.146965,Polygon
41018,8.885998,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Transition,<Null>,Unevenaged Management,Cable with Tractor option,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{d26d0f27-d0ab-4892-8b44-c27941ad4275},35960.35804,1466.506458,Polygon
41046,0.523572,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{2cd11965-f5f7-45cc-ad61-c08910e3d015},2118.820414,292.754671,Polygon
41047,2.89219,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Cable with Tractor option,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{220d3f04-943d-488a-98f2-540cb2fa7b08},11704.27775,645.961021,Polygon
41048,22.988318,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{115aa30b-4e7c-419e-ab45-4d7700d5ac47},93030.42168,2620.760511,Polygon
41049,4.311772,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Transition,<Null>,Unevenaged Management,Cable with Tractor option,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{89aa6262-b7ba-4dc6-aeec-8249bd3ed9dc},17449.12077,555.344506,Polygon
41050,4.681926,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Cable with Tractor option,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{e3bca5a6-faaa-4b38-9f70-4700c54d90e7},18947.0818,756.733801,Polygon
41051,2.744717,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Cable with Tractor option,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{27137e59-e61f-48f4-9e26-03e25a1f25a8},11107.47384,469.898291,Polygon
41052,15.254666,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{b6b1e26e-8e8c-4005-88e6-eae63580a384},61733.44427,968.976709,Polygon
41053,1.891738,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Transition,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{bc5e25ec-74e3-4ada-a2b7-353b30df8170},7655.593531,359.016432,Polygon
40829,6.128174,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{c717dc17-e6ad-4054-ad2a-6cdb7dd2b9f3},24799.83905,634.122883,Polygon
40830,20.01065,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Transition,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{5c2de429-78a7-4e77-b89e-51e53ee812a8},80980.2271,1304.360796,Polygon
39174,0.370997,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Transition,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{d85d2bd6-e7bb-44f0-8fc5-0f9de7dddd11},1501.373329,209.902302,Polygon
39175,10.357567,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Cable with Tractor option,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{b0066afa-7c47-4a39-8083-6c02a28167f3},41915.58754,818.888032,Polygon
39176,39.317227,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,NAIP_2005,8/4/2009 7:00,1-06-074-MEN,{b4f2927c-8719-403c-9439-f3c2706931c9},159111.1742,2534.537305,Polygon
40866,2.822793,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{facf7aa1-0c6d-48fe-877d-31d8a40c36e9},11421.28458,471.873534,Polygon
40868,1.683252,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{14e3a5ae-8363-4186-b375-2ee0a942fa34},6811.880167,393.765367,Polygon
40869,13.59856,1 - Coast,2006,74,Mendocino,Mailliard Ranch,Mailliard Ranch,Transition,<Null>,Unevenaged Management,Cable with Tractor option,<Null>,Completed,7/20/2006 7:00,9/22/2008 7:00,<Null>,<Null>,<Null>,1-06-074-MEN,{19b02a33-7a16-448f-93c2-ca4adda44c9a},55031.4204,1845.980584,Polygon
31604,20.567921,2 - Cascade,2003,155,Butte,Sierra Pacific Holding Co et al,Sierra Pacific Holding Co et al,Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{efd0358c-aa4c-4476-b665-f8fae5262694},83235.42336,1649.053374,Polygon
31616,15.586893,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,NAIP_2010,2/3/2016 8:00,2-03-155-BUT,{1fb9ad0e-1c4e-497b-b523-e5c5aa06a190},63077.9174,1034.403573,Polygon
31617,19.765557,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{30b86bfe-71a4-43d2-812b-81b2e0fd31f6},79988.37168,1318.172965,Polygon
31618,20.050279,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{b8e5b997-1e07-4a4e-af9c-5a92e957ef91},81140.59847,1902.561825,Polygon
31619,10.370634,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{69d7a478-7d7e-448e-a17f-c18e001dbd55},41968.4649,1018.448583,Polygon
31798,12.995832,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{713f6c8a-0f2d-4502-8ec7-9b2450b74ca7},52592.2644,1289.917558,Polygon
31799,7.550338,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{567980ba-3251-4881-b716-47166ce8844b},30555.13329,949.88372,Polygon
31816,12.059559,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{77c645e8-6bee-4d78-8341-fb386c786325},48803.30437,1315.536576,Polygon
31817,4.677711,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{bcde6d10-070c-4225-b773-b375363c49d8},18930.023,648.785619,Polygon
31865,3.375078,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{16d5a2f6-8a17-4855-bb8c-8f1c59459132},13658.45584,1109.27742,Polygon
35656,7.199296,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{19c56532-7c81-4eb0-9073-a84804d36767},29134.51837,1015.967817,Polygon
35657,3.241526,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{a1675a2b-db79-4df8-b6f1-7d101ae126a0},13117.99048,462.216574,Polygon
35601,16.508498,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,NAIP_2009,6/7/2013 7:00,2-03-155-BUT,{afe947f0-c197-4ba7-9f3d-42e7f10955fb},66807.52219,1413.366922,Polygon
35970,19.847392,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,NAIP_2009,6/7/2013 7:00,2-03-155-BUT,{0b0edbee-145f-4187-93e9-85e7410f0fb0},80319.54654,1414.800459,Polygon
35971,6.615907,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{1c9c99ae-3ed2-4185-88d2-af61b466df36},26773.62477,836.060249,Polygon
36015,0.801854,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{33b47b67-ba29-4eed-b090-636e9cd54ab3},3244.988075,240.935202,Polygon
35034,19.998788,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{0dfa5e59-63b3-4b08-b32c-02c031a31228},80932.22469,1224.326188,Polygon
35035,15.581298,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,<Null>,<Null>,2-03-155-BUT,{ef86deae-f7b6-42f6-acbc-f727c3f28a0f},63055.27725,1527.249882,Polygon
35533,20.17265,2 - Cascade,2003,155,Butte,"Sierra Pacific Industries, Sierra Pacific Holding Co","Sierra Pacific Industries, Sierra Pacific Holding Co",Alternative Prescription,Clearcut,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/25/2003 8:00,9/19/2008 7:00,<Null>,NAIP_2009,6/7/2013 7:00,2-03-155-BUT,{87518043-c820-4b48-a544-20293b3e0ad4},81635.81823,1626.322338,Polygon
