OBJECTID *,GIS_ACRES,REGION,THP_YEAR,THP_NUM,COUNTY,TIMBEROWNR,LANDOWNER,SILVI_1,SILVI_2,SILVI_CAT,YARD,UNIT,PLAN_STAT,APPROVED,COMPLETED,COMMENTS,SPATL_MOD,MODIFIED,HD_NUM,GLOBALID *,Shape__Area *,Shape__Length *,Shape *
42994,56.505971,2 - Cascade,2004,111,Siskiyou,John Hancock Life Insurance Co,John Hancock Life Insurance Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,10/25/2004 7:00,12/1/2008 8:00,<Null>,<Null>,<Null>,2-04-111-SIS,{0f0e7b21-406d-443a-9092-bafc9d92964e},228671.5499,2025.569072,Polygon
42960,0.712026,2 - Cascade,2005,151,Siskiyou,Brooks Walker et al,Brooks Walker et al,No Harvest Area,<Null>,No Harvest Area,Tractor or Skidder,<Null>,Completed,5/2/2006 7:00,12/1/2008 8:00,<Null>,THP MAP 2-17-055,2/2/2018 8:00,2-05-151-SIS,{40996029-7403-46ec-8be2-7653543551bb},2881.466488,227.250465,Polygon
43664,1027.730359,2 - Cascade,2004,111,Siskiyou,John Hancock Life Insurance Co,John Hancock Life Insurance Co,Group Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,10/25/2004 7:00,12/1/2008 8:00,<Null>,<Null>,<Null>,2-04-111-SIS,{84f2dd92-9b49-4436-bc90-9cc21b329625},4159077.205,19953.92935,Polygon
43685,40.394897,2 - Cascade,2004,111,Siskiyou,John Hancock Life Insurance Co,John Hancock Life Insurance Co,Sanitation Salvage,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,10/25/2004 7:00,12/1/2008 8:00,<Null>,<Null>,<Null>,2-04-111-SIS,{8ec1643b-637b-464d-bb7c-2a048a3ac6eb},163472.3471,2500.670234,Polygon
43686,34.679604,2 - Cascade,2004,111,Siskiyou,John Hancock Life Insurance Co,John Hancock Life Insurance Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,10/25/2004 7:00,12/1/2008 8:00,<Null>,NAIP_2009,3/28/2011 7:00,2-04-111-SIS,{ef3447cc-a5ac-4370-9fe5-b6ff1ee28111},140343.3771,1511.147448,Polygon
43698,21.496495,2 - Cascade,2004,111,Siskiyou,John Hancock Life Insurance Co,John Hancock Life Insurance Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,10/25/2004 7:00,12/1/2008 8:00,<Null>,NAIP_2009,4/4/2013 7:00,2-04-111-SIS,{18fa72e5-ad1d-4f99-9a0e-75acc55acaa1},86993.23018,1360.313859,Polygon
47770,18.45785,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{9dbf1929-7d4e-440d-a8bc-6e7f7e3886f4},74696.26685,1422.304861,Polygon
47771,2.178312,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{a4c52319-3630-4f6e-a86b-fe99cb403ac1},8815.316964,663.671851,Polygon
46902,21.494662,2 - Cascade,2003,102,Nevada,"Hubert Townshend Jr, Bartizon Farms Inc","Hubert Townshend Jr, Bartizon Farms Inc",Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Cable System,<Null>,Completed,10/24/2003 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-03-102-NEV,{c4c3ccba-50a4-4533-bb5b-3de2b1728d30},86985.81039,2474.452216,Polygon
46904,3.153284,2 - Cascade,2003,102,Nevada,"Hubert Townshend Jr, Bartizon Farms Inc","Hubert Townshend Jr, Bartizon Farms Inc",Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,10/24/2003 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-03-102-NEV,{3825601c-7d04-4879-a302-bdbbeb2ac171},12760.88582,665.803268,Polygon
47787,94.276211,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-04-146-PLU,{af13999c-f05e-4c6c-9c26-249c8c7334c7},381522.2885,4111.161348,Polygon
47788,46.203451,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-04-146-PLU,{d0cdad63-0c18-43fa-b2af-d097e530c5e4},186978.7327,2459.970965,Polygon
47789,33.635392,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-04-146-PLU,{062f7ac9-3a22-43c0-a4c2-fed82387f699},136117.6006,1667.050662,Polygon
47790,16.964011,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{4289ee1f-4f03-4784-9516-5bcc4ff54c8d},68650.91814,1374.507788,Polygon
47692,22.603169,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{7da9912a-82bf-4b9a-a15b-0b01f25221ee},91471.78008,1428.222539,Polygon
47693,13.792278,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{d2a75370-898d-4edb-bc57-3ce3dd71492a},55815.37073,1224.880643,Polygon
47694,1.117077,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{f86be2aa-5e1d-4ccc-abfe-50de091c77ea},4520.648355,398.877355,Polygon
47695,14.305379,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{951dde0e-76f8-411c-b106-f0c35c8290af},57891.81361,1442.695804,Polygon
46606,17.347134,2 - Cascade,2003,102,Nevada,"Hubert Townshend Jr, Bartizon Farms Inc","Hubert Townshend Jr, Bartizon Farms Inc",Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Tractor with Cable option,<Null>,Completed,10/24/2003 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-03-102-NEV,{5f403420-7140-4daf-bf04-895d28aa70ec},70201.35968,1210.361647,Polygon
46809,3.184994,2 - Cascade,2003,102,Nevada,"Hubert Townshend Jr, Bartizon Farms Inc","Hubert Townshend Jr, Bartizon Farms Inc",Selection,<Null>,Unevenaged Management,Tractor with Cable option,<Null>,Completed,10/24/2003 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-03-102-NEV,{3dd38922-ac7d-4da1-88e1-b519bd188069},12889.21142,863.863589,Polygon
46865,7.485798,2 - Cascade,2003,102,Nevada,"Hubert Townshend Jr, Bartizon Farms Inc","Hubert Townshend Jr, Bartizon Farms Inc",Selection,<Null>,Unevenaged Management,Cable System,<Null>,Completed,10/24/2003 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-03-102-NEV,{b83f43db-a174-4ad4-bb12-ecae85bf02c5},30293.95013,1107.802548,Polygon
46868,2.256934,2 - Cascade,2003,102,Nevada,"Hubert Townshend Jr, Bartizon Farms Inc","Hubert Townshend Jr, Bartizon Farms Inc",Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,10/24/2003 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-03-102-NEV,{530a2ad8-51f8-4058-8bb7-a479ae81ca9f},9133.489612,378.747847,Polygon
46688,5.082448,2 - Cascade,2003,102,Nevada,"Hubert Townshend Jr, Bartizon Farms Inc","Hubert Townshend Jr, Bartizon Farms Inc",Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,10/24/2003 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-03-102-NEV,{63473d78-67e5-4d64-818b-39143fab7346},20567.93791,554.917951,Polygon
46689,9.001163,2 - Cascade,2003,102,Nevada,"Hubert Townshend Jr, Bartizon Farms Inc","Hubert Townshend Jr, Bartizon Farms Inc",Selection,<Null>,Unevenaged Management,Cable System,<Null>,Completed,10/24/2003 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-03-102-NEV,{30950979-57bc-4b3b-b47f-6583d13f424f},36426.41285,767.319118,Polygon
50031,18.387818,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{badf7d8a-989a-4c11-88a3-7b4965ce5370},74412.85757,1240.977941,Polygon
50032,20.183689,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{02c2e28b-ea23-4db3-8e28-da6b971a5f6a},81680.49204,1205.055042,Polygon
50033,18.389843,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{2e650aba-063a-473b-86a8-fda06fd8feb0},74421.05227,1066.544801,Polygon
50034,14.534967,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{f7ebbc63-ee31-4852-beb0-82dc400dac2f},58820.9252,1036.326587,Polygon
50035,0.822201,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-04-146-PLU,{2cae41d5-94d8-4810-9ca8-2ebf7770ca93},3327.330559,443.177159,Polygon
50036,20.334399,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{166992d3-66e5-464a-b149-f355112a423b},82290.39262,1378.904086,Polygon
50037,20.562755,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{83d71d0f-2122-40df-a53b-052accd3936a},83214.51722,1129.161705,Polygon
50038,16.535568,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{c2848954-e182-44a2-b118-6425e746f5d3},66917.06811,1384.134726,Polygon
50050,15.8365,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Sanitation Salvage,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-04-146-PLU,{abb0c287-98b8-4f19-bc19-dae2a3ad67d0},64088.04058,1441.2515,Polygon
50051,15.707163,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{db01749f-708a-47de-9c1f-22d0e96fb8a8},63564.63153,1189.164745,Polygon
50052,14.443492,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{62a8fd9f-335e-44f7-b987-add3f47e1def},58450.74033,1017.444441,Polygon
50053,0.75188,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-04-146-PLU,{02d33a9b-2c35-4af4-85f2-10be1acaa349},3042.751236,264.566188,Polygon
50071,5.727159,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{3e478848-bd51-4edf-9c71-10c8024c39a1},23176.99153,847.678078,Polygon
50072,15.958741,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{ed05dafa-8389-4eb0-a636-5fa19c7294cd},64582.73277,1276.846815,Polygon
50073,21.304179,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{4759c3b5-b319-400e-8c25-30803d27b9bf},86214.95421,1353.001168,Polygon
50075,23.551405,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{c9bf947e-d1a2-433a-9cbc-72dfd7a44432},95309.15592,1324.66593,Polygon
50016,21.320562,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{b829a0ce-7a19-40dc-960c-be937030d9d9},86281.252,1254.888522,Polygon
54915,8.574774,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{8c070467-3488-4191-96a1-872360882766},34700.87992,1227.619136,Polygon
54916,2.919925,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Balloon or Helicopter,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{66f771a3-a0e8-4883-a6c0-3290195d360a},11816.51769,488.173587,Polygon
54917,0.853115,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{25968bca-5d9a-4c20-ab19-5698cbb5805c},3452.433495,328.14854,Polygon
54918,0.54076,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Balloon or Helicopter,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{bba6e205-fc4e-4d58-8a99-b38bdeeb6cce},2188.376114,245.336862,Polygon
54919,0.183047,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{2cf5a530-fa57-4c2e-8f66-0e7b0a064742},740.76368,122.443061,Polygon
54920,4.332432,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{96c0c248-e723-4d95-829b-95d67e898498},17532.73106,607.407606,Polygon
54921,1.47522,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{11c3c740-2bf0-4f67-9ee9-75beaeb98900},5970.003021,330.018756,Polygon
55805,2.156992,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{a733dc37-a61a-4e35-950f-c387c1c7bb06},8729.038345,420.933152,Polygon
58234,1.690946,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{836a52b3-fbc5-4825-beb5-5151b9623ab7},6843.013733,324.552075,Polygon
58235,5.529075,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Balloon or Helicopter,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{10ab11ce-c9c8-42e8-8a88-606e5166428f},22375.3707,1077.159803,Polygon
58236,10.650397,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{e6ffd5b7-2671-48e0-8984-b001874c13a4},43100.62832,1148.45231,Polygon
57589,0.516794,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{d29ae7d5-6b1d-4152-adde-9ff164e22279},2091.390038,210.747563,Polygon
57590,0.922576,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{deeea45c-88e0-4709-ab10-89d620abf3d5},3733.534401,306.484464,Polygon
57591,0.901426,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{d59c1f66-64c3-4ad4-bfed-cdfa796ce751},3647.942329,233.689162,Polygon
57522,2.336934,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{73574426-1847-477d-a1dc-9f41bb1d4740},9457.237785,450.762278,Polygon
57523,4.370279,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Shelterwood Removal Step,<Null>,Evenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{09f10fa4-5ae3-4725-bea0-ea0a3d66ac62},17685.89299,894.924543,Polygon
56098,0.50633,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{cd528d35-1a40-4dc6-bd82-8b28635f088e},2049.04525,224.525731,Polygon
56099,5.493107,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{571daee7-f1b7-4188-9517-e0aeb3d65087},22229.81511,923.829086,Polygon
56100,1.899359,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{3c5d876c-5a1f-436c-ae18-9b5263287738},7686.431831,483.896233,Polygon
56762,0.632899,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{e6f3fc47-7daf-49e1-80ff-c0f9ab20a40a},2561.25103,193.593072,Polygon
58416,1.111628,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Cable System,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{a02267a4-3e86-4807-a119-0b5ad9f1e940},4498.599686,362.841347,Polygon
58417,3.758853,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Helicopter option,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{0bac690d-289a-4a99-8d99-209af041f5e2},15211.53996,765.351735,Polygon
58419,1.363985,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{75c5178c-f200-41f9-920b-45984ee5be15},5519.850761,336.469186,Polygon
58512,2.016937,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Shelterwood Removal Step,<Null>,Evenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{4df92107-cceb-49b2-a502-7ddc17c92c96},8162.252464,417.106429,Polygon
58513,3.400702,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{23657e44-a4e8-49c9-9460-6b87bfb905ec},13762.15331,517.784963,Polygon
58514,3.361891,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{3dad1781-cab0-4ed0-b9c2-00cf07805cbe},13605.09038,505.716597,Polygon
58341,1.243295,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{8dc71ae1-9d89-4180-8a88-99c9c24021f4},5031.436752,270.105925,Polygon
48939,0.455025,1 - Coast,2002,157,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,12/16/2002 8:00,11/21/2008 8:00,<Null>,<Null>,<Null>,1-02-157-HUM,{aa33c3a1-360b-4b7a-a2e8-26195c2814b3},1841.419815,216.754024,Polygon
48120,19.47835,2 - Cascade,2004,183,Siskiyou,Fruit Growers Supply Co,Fruit Growers Supply Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2005 7:00,11/21/2008 8:00,<Null>,<Null>,<Null>,2-04-183-SIS,{6d72150c-732d-4005-93ab-47b011ae3eb1},78826.08763,1186.144943,Polygon
48121,19.173528,2 - Cascade,2004,183,Siskiyou,Fruit Growers Supply Co,Fruit Growers Supply Co,Clearcut,<Null>,Evenaged Management,Cable System,<Null>,Completed,7/20/2005 7:00,11/21/2008 8:00,<Null>,<Null>,<Null>,2-04-183-SIS,{cfc97223-de1d-4a30-8f47-d126457b9f84},77592.51491,1356.358454,Polygon
48149,15.087039,2 - Cascade,2004,183,Siskiyou,Fruit Growers Supply Co,Fruit Growers Supply Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2005 7:00,11/21/2008 8:00,<Null>,NAIP_2016,9/6/2018 7:00,2-04-183-SIS,{655edd6a-12ab-4e3c-9c79-2e8719daeb4c},61055.0788,1543.787337,Polygon
48150,9.907345,2 - Cascade,2004,183,Siskiyou,Fruit Growers Supply Co,Fruit Growers Supply Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,7/20/2005 7:00,11/21/2008 8:00,<Null>,<Null>,<Null>,2-04-183-SIS,{21034b3b-2284-41ce-862f-26c4afe2129b},40093.6032,846.939791,Polygon
48160,13.486867,2 - Cascade,2004,183,Siskiyou,Fruit Growers Supply Co,Fruit Growers Supply Co,Clearcut,<Null>,Evenaged Management,Cable System,<Null>,Completed,7/20/2005 7:00,11/21/2008 8:00,<Null>,NAIP_2016,9/6/2018 7:00,2-04-183-SIS,{3f2436ae-d78a-4286-ae35-953d333fa469},54579.41508,1700.442058,Polygon
